task_name,agent_a,agent_b,runs_a,runs_b,success_a,success_b,success_gap,mean_tool_calls_a,mean_tool_calls_b,tool_call_gap,switch_rate_gap,repeat_rate_gap,intent_entropy_gap,process_gap_score
filter-js-from-html,deepagent-harbor,judy,5,5,0.0,0.0,0.0,21.4,12.6,8.8,0.0544,0.5314,0.1375,24.1325
db-wal-recovery,terminus-2,terminus-3-3,202,10,0.0495,0.1,0.0505,51.8069,71.5,19.6931,0.0355,0.0802,0.3093,24.1321
mteb-retrieve,claude-code,terminus-2,35,195,0.0,0.0051,0.0051,5.2,8.9487,3.7487,0.7272,0.0021,0.4192,24.0772
large-scale-text-editing,claude-code,codex,35,40,0.5714,0.625,0.0536,16.8857,6.275,10.6107,0.4008,0.0738,0.298,23.9657
torch-pipeline-parallelism,deepagent-harbor,mini-swe-agent,5,74,0.0,0.0,0.0,8.8,8.1486,0.6514,0.5386,0.331,0.3127,23.9549
polyglot-rust-c,codex,gemini-cli,40,20,0.025,0.1,0.075,1.275,0.95,0.325,0.8489,0.081,0.0517,23.831
configure-git-webserver,codex,mini-swe-agent,40,75,0.425,0.36,0.065,3.65,15.6533,12.0033,0.2743,0.0568,0.7099,23.8303
nginx-request-logging,claude-code,terminus-3-3,35,10,0.9429,1.0,0.0571,19.7429,21.3,1.5571,0.6467,0.2049,0.1846,23.7701
protein-assembly,codex,gemini-cli,40,20,0.25,0.25,0.0,2.1,10.9,8.8,0.2111,0.1833,1.0107,23.7135
crack-7z-hash,claude-code,codex,35,40,0.8857,0.8,0.0857,24.0857,9.525,14.5607,0.2004,0.0828,0.4075,23.6782
count-dataset-tokens,claude-code,terminus-2,35,205,0.4286,0.3805,0.0481,11.7714,17.6439,5.8725,0.5855,0.1174,0.0126,23.508
largest-eigenval,codex,terminus-2,40,195,0.225,0.2718,0.0468,12.075,31.8718,19.7968,0.0327,0.0901,0.1272,23.5028
filter-js-from-html,deepagent-harbor,terminus-3-3,5,10,0.0,0.0,0.0,21.4,27.5,6.1,0.5823,0.0186,0.4703,23.474
nginx-request-logging,gemini-cli,terminus-2,20,195,0.7,0.7333,0.0333,11.15,25.159,14.009,0.2231,0.0062,0.7463,23.473
count-dataset-tokens,deepagent-harbor,terminus-3-3,5,10,1.0,0.9,0.1,15.4,27.3,11.9,0.2198,0.1709,0.358,23.4575
make-mips-interpreter,codex,mini-swe-agent,40,75,0.075,0.0133,0.0617,6.15,26.2667,20.1167,0.028,0.1045,0.0054,23.4562
multi-source-data-merger,claude-code,judy,35,5,0.9429,1.0,0.0571,11.0857,12.8,1.7143,0.2296,0.5,0.6969,23.4388
mteb-retrieve,deepagent-harbor,gemini-cli,5,20,0.2,0.1,0.1,7.8,2.8,5.0,0.4986,0.1017,0.6798,23.4065
dna-assembly,gemini-cli,judy,20,5,0.05,0.0,0.05,5.85,11.6,5.75,0.1565,0.4641,0.427,23.4
modernize-scientific-stack,judy,terminus-3-3,5,10,1.0,1.0,0.0,15.2,10.4,4.8,0.2724,0.3911,0.4003,23.389
regex-log,judy,terminus-3-3,5,10,1.0,1.0,0.0,6.6,5.8,0.8,0.4403,0.4188,0.2211,23.383
code-from-image,deepagent-harbor,judy,5,5,1.0,1.0,0.0,5.0,6.4,1.4,0.2381,0.594,0.2318,23.3615
install-windows-3.11,deepagent-harbor,terminus-2,5,194,0.0,0.0052,0.0052,82.6,69.4639,13.1361,0.2433,0.1622,0.0173,23.3601
torch-tensor-parallelism,deepagent-harbor,mini-swe-agent,5,74,0.0,0.0,0.0,13.4,10.0946,3.3054,0.5366,0.1352,0.6318,23.2594
video-processing,claude-code,deepagent-harbor,35,5,0.0286,0.0,0.0286,21.8571,5.2,16.6571,0.1511,0.0258,0.4349,23.2541
hf-model-inference,claude-code,mini-swe-agent,35,75,0.6,0.52,0.08,16.9143,16.8533,0.061,0.5713,0.2384,0.59,23.2535
modernize-scientific-stack,judy,openhands,5,70,1.0,0.9286,0.0714,15.2,29.7429,14.5429,0.1567,0.1735,0.0897,23.2464
constraints-scheduling,gemini-cli,terminus-2,20,207,0.9,0.8647,0.0353,4.3,10.5942,6.2942,0.4158,0.2013,0.2972,23.2077
sqlite-with-gcov,openhands,terminus-2,70,195,0.5429,0.6308,0.0879,36.3,22.641,13.659,0.055,0.263,0.3059,23.1385
pytorch-model-cli,deepagent-harbor,terminus-2,5,195,0.4,0.3949,0.0051,36.6,22.4769,14.1231,0.2564,0.0619,0.2111,23.1361
filter-js-from-html,claude-code,deepagent-harbor,35,5,0.0,0.0,0.0,5.0286,21.4,16.3714,0.0151,0.0653,0.9505,23.1339
rstan-to-pystan,claude-code,deepagent-harbor,35,5,0.5143,0.6,0.0857,18.8286,35.4,16.5714,0.1394,0.0414,0.3973,23.0779
cancel-async-tasks,openhands,terminus-2,70,206,0.4,0.3835,0.0165,22.1714,9.2379,12.9335,0.0789,0.2936,0.1625,23.0585
cobol-modernization,claude-code,deepagent-harbor,35,5,0.9429,1.0,0.0571,44.7714,65.0,20.2286,0.0704,0.0032,0.1772,22.9546
gcode-to-text,openhands,terminus-2,70,194,0.0143,0.0052,0.0091,29.8286,21.3093,8.5193,0.0939,0.4487,0.1694,22.9313
fix-git,deepagent-harbor,judy,5,5,1.0,1.0,0.0,18.6,22.0,3.4,0.0797,0.6522,0.2375,22.885
adaptive-rejection-sampler,openhands,terminus-2,70,205,0.1857,0.2634,0.0777,42.2429,34.2098,8.0331,0.1622,0.4117,0.1005,22.8831
protein-assembly,deepagent-harbor,terminus-3-3,4,10,1.0,1.0,0.0,34.5,23.7,10.8,0.3573,0.0196,0.5321,22.883
headless-terminal,codex,terminus-2,40,195,0.825,0.7487,0.0763,1.975,16.9487,14.9737,0.0878,0.1406,0.4337,22.8522
sqlite-with-gcov,codex,deepagent-harbor,40,5,0.75,0.8,0.05,7.4,20.6,13.2,0.1251,0.154,0.5249,22.802
sqlite-db-truncate,openhands,terminus-2,70,194,0.2571,0.2784,0.0213,29.0429,21.1753,7.8676,0.1281,0.4105,0.2903,22.7841
modernize-scientific-stack,gemini-cli,judy,20,5,1.0,1.0,0.0,3.15,15.2,12.05,0.0332,0.3697,0.1296,22.7705
torch-tensor-parallelism,claude-code,deepagent-harbor,35,5,0.0286,0.0,0.0286,3.2,13.4,10.2,0.2351,0.0212,1.225,22.7325
raman-fitting,codex,terminus-3-3,40,10,0.0,0.0,0.0,10.175,25.7,15.525,0.2254,0.0147,0.2389,22.722
gpt2-codegolf,mini-swe-agent,terminus-2,75,195,0.0,0.0,0.0,12.6133,24.9128,12.2995,0.1063,0.1994,0.5442,22.663
filter-js-from-html,codex,mini-swe-agent,40,75,0.0,0.0,0.0,0.95,10.4267,9.4767,0.2857,0.0274,1.0696,22.6522
nginx-request-logging,claude-code,deepagent-harbor,35,5,0.9429,1.0,0.0571,19.7429,30.2,10.4571,0.3366,0.1372,0.0688,22.6461
sqlite-with-gcov,deepagent-harbor,terminus-3-3,5,10,0.8,0.9,0.1,20.6,33.9,13.3,0.2862,0.0234,0.3202,22.641
db-wal-recovery,gemini-cli,mini-swe-agent,20,75,0.0,0.0267,0.0267,17.55,25.9733,8.4233,0.3876,0.1616,0.0924,22.6153
gcode-to-text,claude-code,mini-swe-agent,35,75,0.0286,0.0,0.0286,18.1714,10.96,7.2114,0.3396,0.2219,0.2714,22.6059
constraints-scheduling,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,7.4,10.4,3.0,0.4342,0.1441,1.0161,22.538
fix-code-vulnerability,mini-swe-agent,terminus-2,75,194,0.3867,0.433,0.0463,25.7467,42.9794,17.2327,0.0488,0.076,0.4314,22.5097
headless-terminal,claude-code,terminus-2,35,195,0.8,0.7487,0.0513,11.7429,16.9487,5.2058,0.5949,0.0908,0.0276,22.4863
multi-source-data-merger,claude-code,terminus-2,35,195,0.9429,0.8872,0.0557,11.0857,13.3795,2.2938,0.6171,0.1481,0.212,22.4838
modernize-scientific-stack,judy,terminus-2,5,195,1.0,0.9282,0.0718,15.2,12.6769,2.5231,0.3048,0.4065,0.4338,22.4746
prove-plus-comm,claude-code,codex,35,40,0.9714,0.95,0.0214,7.2857,3.525,3.7607,0.6756,0.0675,0.0212,22.4442
query-optimize,claude-code,judy,35,5,0.5429,0.6,0.0571,18.8,14.6,4.2,0.023,0.5593,0.7059,22.287
mteb-leaderboard,gemini-cli,mini-swe-agent,20,75,0.1,0.0,0.1,6.45,16.16,9.71,0.3575,0.0648,0.4023,22.279
rstan-to-pystan,codex,gemini-cli,40,20,0.375,0.35,0.025,1.975,4.55,2.575,0.4861,0.2608,0.2,22.2475
portfolio-optimization,claude-code,terminus-2,35,195,0.8,0.8205,0.0205,17.4571,20.5487,3.0916,0.5469,0.1967,0.1053,22.2081
query-optimize,mini-swe-agent,terminus-2,75,194,0.2133,0.2577,0.0444,7.16,21.0979,13.9379,0.1044,0.1391,0.4346,22.1984
portfolio-optimization,claude-code,gemini-cli,35,20,0.8,0.75,0.05,17.4571,4.25,13.2071,0.1635,0.1378,0.2914,22.1966
multi-source-data-merger,gemini-cli,mini-swe-agent,20,75,0.75,0.7467,0.0033,4.7,7.5067,2.8067,0.6842,0.0743,0.0829,22.1837
raman-fitting,claude-code,codex,35,40,0.0571,0.0,0.0571,20.0571,10.175,9.8821,0.3837,0.0786,0.1356,22.1176
modernize-scientific-stack,claude-code,terminus-2,35,195,1.0,0.9282,0.0718,8.5429,12.6769,4.134,0.5593,0.0976,0.3019,22.066
video-processing,codex,mini-swe-agent,40,75,0.025,0.0,0.025,1.725,9.84,8.115,0.3272,0.0859,0.7158,22.0215
tune-mjcf,claude-code,terminus-2,35,195,0.4,0.3231,0.0769,40.4857,38.9179,1.5678,0.6441,0.1457,0.1351,21.9883
count-dataset-tokens,deepagent-harbor,judy,5,5,1.0,1.0,0.0,15.4,13.4,2.0,0.1934,0.5524,0.2633,21.9615
feal-differential-cryptanalysis,mini-swe-agent,terminus-2,75,195,0.12,0.2,0.08,20.2667,34.2256,13.9589,0.1068,0.1573,0.2776,21.9494
polyglot-c-py,claude-code,mini-swe-agent,35,75,0.0,0.0,0.0,15.2286,10.4133,4.8153,0.4461,0.1948,0.214,21.9078
pytorch-model-cli,claude-code,terminus-2,35,195,0.3714,0.3949,0.0235,15.9714,22.4769,6.5055,0.502,0.0709,0.2157,21.9065
mteb-leaderboard,claude-code,terminus-3-3,35,10,0.0,0.1,0.1,35.2571,46.4,11.1429,0.0234,0.0805,1.631,21.8954
headless-terminal,claude-code,judy,35,5,0.8,0.8,0.0,11.7429,13.4,1.6571,0.229,0.4351,0.7271,21.8951
extract-moves-from-video,claude-code,codex,35,40,0.0,0.0,0.0,15.6571,5.375,10.2821,0.2156,0.084,0.8146,21.8451
video-processing,claude-code,gemini-cli,35,20,0.0286,0.1,0.0714,21.8571,4.6,17.2571,0.0555,0.107,0.0979,21.8091
raman-fitting,mini-swe-agent,terminus-3-3,75,10,0.0,0.0,0.0,12.56,25.7,13.14,0.2487,0.0381,0.2943,21.7815
multi-source-data-merger,deepagent-harbor,judy,5,5,1.0,1.0,0.0,13.8,12.8,1.0,0.019,0.7304,0.3918,21.694
code-from-image,codex,terminus-3-3,40,10,0.975,1.0,0.025,1.375,5.8,4.425,0.3513,0.1992,0.6935,21.655
circuit-fibsqrt,codex,gemini-cli,40,20,0.3,0.25,0.05,6.725,5.25,1.475,0.3763,0.3036,0.6274,21.6095
modernize-scientific-stack,codex,deepagent-harbor,40,5,0.95,1.0,0.05,2.35,10.0,7.65,0.387,0.0849,0.4242,21.5685
extract-moves-from-video,claude-code,gemini-cli,35,20,0.0,0.0,0.0,15.6571,4.25,11.4071,0.1601,0.0714,0.8509,21.4491
dna-insert,claude-code,mini-swe-agent,35,75,0.0,0.0133,0.0133,23.3714,18.3067,5.0647,0.4818,0.0955,0.3841,21.4177
modernize-scientific-stack,claude-code,judy,35,5,1.0,1.0,0.0,8.5429,15.2,6.6571,0.2545,0.3089,0.1319,21.4016
filter-js-from-html,deepagent-harbor,gemini-cli,5,20,0.0,0.0,0.0,21.4,9.4,12.0,0.0646,0.214,0.4872,21.401
mteb-retrieve,codex,gemini-cli,40,20,0.125,0.1,0.025,2.575,2.8,0.225,0.7614,0.0172,0.3353,21.3665
model-extraction-relu-logits,codex,terminus-3-3,40,10,0.15,0.2,0.05,5.125,20.6,15.475,0.0362,0.0785,0.5934,21.3095
filter-js-from-html,deepagent-harbor,terminus-2,5,195,0.0,0.0,0.0,21.4,18.3026,3.0974,0.5611,0.1013,0.3052,21.1834
extract-elf,mini-swe-agent,terminus-2,75,196,0.3333,0.4031,0.0698,10.1733,23.4541,13.2808,0.1182,0.1077,0.4496,21.1763
gpt2-codegolf,claude-code,terminus-2,35,195,0.0,0.0,0.0,20.6,24.9128,4.3128,0.4724,0.0469,0.7386,20.9883
prove-plus-comm,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,10.4,8.4,2.0,0.5052,0.1747,0.3962,20.9785
video-processing,codex,gemini-cli,40,20,0.025,0.1,0.075,1.725,4.6,2.875,0.3074,0.216,0.9942,20.931
chess-best-move,openhands,terminus-2,70,205,0.0571,0.039,0.0181,36.7857,27.3073,9.4784,0.1266,0.3256,0.0223,20.8949
prove-plus-comm,gemini-cli,judy,20,5,0.9,1.0,0.1,3.9,13.8,9.9,0.2303,0.1885,0.0647,20.6935
gpt2-codegolf,terminus-2,terminus-3-3,195,10,0.0,0.0,0.0,24.9128,36.7,11.7872,0.1063,0.2015,0.223,20.5972
feal-linear-cryptanalysis,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,18.8,32.2,13.4,0.2687,0.004,0.0677,20.556
qemu-alpine-ssh,claude-code,codex,35,40,0.1714,0.175,0.0036,15.4857,4.85,10.6357,0.1868,0.0889,0.6055,20.5557
sam-cell-seg,deepagent-harbor,terminus-3-3,5,10,0.0,0.0,0.0,41.2,42.1,0.9,0.423,0.3115,0.2497,20.511
prove-plus-comm,claude-code,terminus-2,35,195,0.9714,0.8769,0.0945,7.2857,11.9949,4.7092,0.5848,0.0439,0.0083,20.4682
caffe-cifar-10,deepagent-harbor,gemini-cli,5,18,0.0,0.0556,0.0556,3.4,11.4444,8.0444,0.2431,0.0614,0.9563,20.4384
make-doom-for-mips,claude-code,terminus-3-3,35,10,0.0,0.0,0.0,79.4571,77.0,2.4571,0.5593,0.1116,0.2404,20.4316
torch-pipeline-parallelism,openhands,terminus-2,69,195,0.0,0.0205,0.0205,25.2899,16.4821,8.8078,0.0136,0.3712,0.3984,20.4198
modernize-scientific-stack,gemini-cli,terminus-2,20,195,1.0,0.9282,0.0718,3.15,12.6769,9.5269,0.338,0.0368,0.3042,20.4179
build-pmars,terminus-2,terminus-3-3,203,10,0.7143,0.8,0.0857,43.1281,28.1,15.0281,0.0458,0.1346,0.1636,20.3561
dna-assembly,mini-swe-agent,terminus-2,74,205,0.0,0.0341,0.0341,14.1622,26.5415,12.3793,0.1146,0.0682,0.6706,20.3023
fix-git,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,18.6,29.7,11.1,0.2237,0.1039,0.1854,20.217
portfolio-optimization,deepagent-harbor,judy,5,5,1.0,1.0,0.0,25.6,11.8,13.8,0.1532,0.0804,0.1078,20.179
mailman,claude-code,terminus-3-3,35,10,0.7143,0.7,0.0143,51.5429,57.9,6.3571,0.3898,0.0551,0.5143,20.0511
torch-pipeline-parallelism,deepagent-harbor,terminus-2,5,195,0.0,0.0205,0.0205,8.8,16.4821,7.6821,0.2924,0.1744,0.1192,19.9481
tune-mjcf,gemini-cli,judy,20,5,0.5,0.4,0.1,14.55,16.6,2.05,0.4963,0.1916,0.1342,19.9185
sam-cell-seg,claude-code,deepagent-harbor,35,5,0.0,0.0,0.0,23.6286,41.2,17.5714,0.0271,0.0437,0.0979,19.8309
pypi-server,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,26.4,18.4,8.0,0.3702,0.0396,0.3026,19.758
video-processing,mini-swe-agent,terminus-2,75,195,0.0,0.0154,0.0154,9.84,17.6923,7.8523,0.1644,0.1985,0.566,19.7548
constraints-scheduling,codex,gemini-cli,40,20,0.9,0.9,0.0,2.45,4.3,1.85,0.3891,0.2621,0.3241,19.7505
regex-log,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,16.4,5.8,10.6,0.2108,0.1118,0.2169,19.7495
multi-source-data-merger,claude-code,terminus-3-3,35,10,0.9429,1.0,0.0571,11.0857,10.9,0.1857,0.5886,0.116,0.3853,19.7272
llm-inference-batching-scheduler,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,24.0,36.3,12.3,0.0119,0.2175,0.3368,19.719
dna-insert,mini-swe-agent,terminus-2,75,200,0.0133,0.04,0.0267,18.3067,30.04,11.7333,0.0843,0.14,0.4731,19.7063
openssl-selfsigned-cert,codex,deepagent-harbor,40,5,0.925,1.0,0.075,4.35,19.4,15.05,0.0351,0.0033,0.7333,19.6765
dna-assembly,deepagent-harbor,mini-swe-agent,4,74,0.0,0.0,0.0,28.75,14.1622,14.5878,0.14,0.0066,0.2781,19.6433
kv-store-grpc,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,12.0,12.7,0.7,0.7185,0.0125,0.1314,19.632
bn-fit-modify,codex,deepagent-harbor,36,5,0.75,0.8,0.05,4.6944,16.0,11.3056,0.318,0.0099,0.0194,19.6001
multi-source-data-merger,codex,deepagent-harbor,40,5,0.975,1.0,0.025,2.975,13.8,10.825,0.2354,0.0939,0.0959,19.537
reshard-c4-data,codex,gemini-cli,40,20,0.575,0.5,0.075,4.075,9.05,4.975,0.3857,0.1841,0.0565,19.5025
sam-cell-seg,claude-code,mini-swe-agent,35,75,0.0,0.0133,0.0133,23.6286,22.2933,1.3353,0.4806,0.164,0.4092,19.4963
prove-plus-comm,claude-code,judy,35,5,0.9714,1.0,0.0286,7.2857,13.8,6.5143,0.0593,0.372,0.4263,19.4283
portfolio-optimization,deepagent-harbor,terminus-3-3,5,10,1.0,0.9,0.1,25.6,31.2,5.6,0.4249,0.0611,0.3343,19.4215
make-doom-for-mips,deepagent-harbor,gemini-cli,5,20,0.0,0.0,0.0,9.6,19.0,9.4,0.2841,0.0545,0.3029,19.3795
torch-pipeline-parallelism,mini-swe-agent,terminus-2,74,195,0.0,0.0205,0.0205,8.1486,16.4821,8.3335,0.2462,0.1566,0.1935,19.371
build-pmars,claude-code,gemini-cli,33,19,0.3333,0.4211,0.0878,24.9091,13.0526,11.8565,0.1851,0.0388,0.3758,19.333
raman-fitting,claude-code,mini-swe-agent,35,75,0.0571,0.0,0.0571,20.0571,12.56,7.4971,0.407,0.0258,0.191,19.2721
bn-fit-modify,claude-code,gemini-cli,32,18,0.5625,0.5556,0.0069,19.0,7.4444,11.5556,0.1753,0.0332,0.4866,19.2011
make-mips-interpreter,deepagent-harbor,terminus-3-3,4,10,0.5,0.4,0.1,76.75,68.7,8.05,0.2443,0.1394,0.3068,19.1765
code-from-image,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,5.0,5.8,0.8,0.4138,0.1613,0.797,19.1625
configure-git-webserver,gemini-cli,mini-swe-agent,20,75,0.3,0.36,0.06,6.0,15.6533,9.6533,0.2039,0.1389,0.1778,19.1123
pytorch-model-recovery,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,12.8,17.3,4.5,0.0545,0.4849,0.2141,19.0555
nginx-request-logging,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,30.2,21.3,8.9,0.3101,0.0677,0.1158,18.924
dna-insert,codex,gemini-cli,40,20,0.0,0.0,0.0,8.8,6.9,1.9,0.2991,0.3576,0.1207,18.921
video-processing,codex,deepagent-harbor,40,5,0.025,0.0,0.025,1.725,5.2,3.475,0.403,0.0832,0.6572,18.916
regex-chess,claude-code,terminus-2,35,191,0.0857,0.0471,0.0386,52.4571,46.9319,5.5252,0.3868,0.1063,0.2024,18.8647
constraints-scheduling,deepagent-harbor,judy,5,5,1.0,1.0,0.0,7.4,5.8,1.6,0.06,0.5843,0.1948,18.6815
portfolio-optimization,terminus-2,terminus-3-3,195,10,0.8205,0.9,0.0795,20.5487,31.2,10.6513,0.0009,0.2997,0.0956,18.6443
filter-js-from-html,mini-swe-agent,terminus-2,75,195,0.0,0.0,0.0,10.4267,18.3026,7.8759,0.1707,0.1933,0.3334,18.6429
code-from-image,judy,terminus-3-3,5,10,1.0,1.0,0.0,6.4,5.8,0.6,0.1757,0.4327,0.5652,18.636
constraints-scheduling,claude-code,mini-swe-agent,35,75,0.8286,0.84,0.0114,5.8857,7.28,1.3943,0.5161,0.1601,0.055,18.5743
constraints-scheduling,codex,terminus-3-3,40,10,0.9,1.0,0.1,2.45,10.4,7.95,0.0702,0.0873,1.3343,18.559
polyglot-c-py,deepagent-harbor,terminus-3-3,5,10,0.8,0.9,0.1,21.6,25.7,4.1,0.4304,0.046,0.5036,18.528
modernize-scientific-stack,claude-code,terminus-3-3,35,10,1.0,1.0,0.0,8.5429,10.4,1.8571,0.5269,0.0822,0.2684,18.4266
caffe-cifar-10,openhands,terminus-3-3,70,10,0.0,0.0,0.0,46.6571,41.0,5.6571,0.1814,0.2728,0.2692,18.3581
pytorch-model-cli,mini-swe-agent,terminus-2,75,195,0.3867,0.3949,0.0082,11.32,22.4769,11.1569,0.0843,0.1096,0.4554,18.2814
raman-fitting,codex,deepagent-harbor,40,5,0.0,0.0,0.0,10.175,24.8,14.625,0.0741,0.0139,0.2872,18.261
model-extraction-relu-logits,mini-swe-agent,terminus-2,75,194,0.04,0.1082,0.0682,7.5333,16.9536,9.4203,0.1428,0.1506,0.2949,18.2298
dna-insert,claude-code,terminus-2,35,200,0.0,0.04,0.04,23.3714,30.04,6.6686,0.3975,0.0445,0.089,18.1636
mcmc-sampling-stan,claude-code,gemini-cli,35,20,0.5143,0.5,0.0143,18.2286,6.15,12.0786,0.1922,0.0031,0.2383,18.1526
log-summary-date-ranges,codex,terminus-2,40,195,0.675,0.5897,0.0853,2.175,12.0154,9.8404,0.1519,0.0452,0.6767,18.1514
model-extraction-relu-logits,codex,terminus-2,40,194,0.15,0.1082,0.0418,5.125,16.9536,11.8286,0.0806,0.0532,0.5729,18.0381
vulnerable-secret,claude-code,terminus-3-3,35,10,1.0,1.0,0.0,16.4286,25.8,9.3714,0.0797,0.1418,0.6071,17.9444
sqlite-with-gcov,claude-code,codex,35,40,0.8,0.75,0.05,16.3714,7.4,8.9714,0.0852,0.0756,0.9772,17.8774
hf-model-inference,claude-code,terminus-2,35,195,0.6,0.6051,0.0051,16.9143,19.6974,2.7831,0.4646,0.1308,0.0343,17.8396
gcode-to-text,mini-swe-agent,terminus-2,75,194,0.0,0.0052,0.0052,10.96,21.3093,10.3493,0.1338,0.0649,0.5031,17.8323
dna-assembly,codex,terminus-2,40,205,0.0,0.0341,0.0341,18.15,26.5415,8.3915,0.1136,0.1437,0.6009,17.8285
mteb-leaderboard,terminus-2,terminus-3-3,194,10,0.0155,0.1,0.0845,53.5979,46.4,7.1979,0.1051,0.3054,0.072,17.8204
headless-terminal,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,12.2,14.3,2.1,0.4691,0.0058,0.7586,17.7655
fix-git,deepagent-harbor,gemini-cli,5,20,1.0,0.9,0.1,18.6,6.55,12.05,0.1212,0.0633,0.2113,17.719
extract-moves-from-video,openhands,terminus-2,70,193,0.0286,0.0,0.0286,65.5857,58.456,7.1297,0.1269,0.2593,0.1868,17.7187
multi-source-data-merger,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,13.8,10.9,2.9,0.34,0.1144,0.6904,17.712
modernize-scientific-stack,deepagent-harbor,judy,5,5,1.0,1.0,0.0,10.0,15.2,5.2,0.0395,0.4207,0.1998,17.704
filter-js-from-html,claude-code,codex,35,40,0.0,0.0,0.0,5.0286,0.95,4.0786,0.4612,0.0541,0.1473,17.6976
regex-log,claude-code,terminus-2,35,195,0.5429,0.6,0.0571,4.8857,11.8872,7.0015,0.0738,0.2563,0.4625,17.5665
dna-assembly,codex,deepagent-harbor,40,4,0.0,0.0,0.0,18.15,28.75,10.6,0.139,0.0689,0.3478,17.5365
openssl-selfsigned-cert,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,19.4,15.6,3.8,0.415,0.1341,0.0016,17.5355
raman-fitting,deepagent-harbor,mini-swe-agent,5,75,0.0,0.0,0.0,24.8,12.56,12.24,0.0974,0.0667,0.2318,17.5015
distribution-search,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,16.6,10.4,6.2,0.0582,0.1824,1.0278,17.354
hf-model-inference,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,12.4,11.4,1.0,0.4889,0.1082,0.251,17.1825
multi-source-data-merger,codex,terminus-2,40,195,0.975,0.8872,0.0878,2.975,13.3795,10.4045,0.1331,0.0116,0.613,17.087
mteb-retrieve,mini-swe-agent,terminus-2,75,195,0.0133,0.0051,0.0082,4.84,8.9487,4.1087,0.2544,0.1748,0.4473,17.0752
constraints-scheduling,codex,deepagent-harbor,40,5,0.9,1.0,0.1,2.45,7.4,4.95,0.364,0.0568,0.3182,17.061
regex-log,openhands,terminus-2,70,195,0.6286,0.6,0.0286,21.8143,11.8872,9.9271,0.0111,0.2502,0.1031,16.9751
constraints-scheduling,claude-code,terminus-2,35,207,0.8286,0.8647,0.0361,5.8857,10.5942,4.7085,0.3468,0.0434,0.4951,16.939
raman-fitting,claude-code,deepagent-harbor,35,5,0.0571,0.0,0.0571,20.0571,24.8,4.7429,0.3096,0.0925,0.4228,16.9094
extract-elf,claude-code,codex,35,40,0.5429,0.475,0.0679,13.7714,1.275,12.4964,0.0622,0.0006,0.5583,16.8579
modernize-scientific-stack,gemini-cli,terminus-3-3,20,10,1.0,1.0,0.0,3.15,10.4,7.25,0.3056,0.0214,0.2707,16.7785
torch-tensor-parallelism,gemini-cli,mini-swe-agent,20,74,0.05,0.0,0.05,1.35,10.0946,8.7446,0.0526,0.0178,1.2522,16.7656
git-leak-recovery,claude-code,terminus-3-3,35,10,0.9714,1.0,0.0286,14.9714,24.8,9.8286,0.2319,0.0196,0.125,16.7411
merge-diff-arc-agi-task,codex,gemini-cli,40,20,0.725,0.65,0.075,5.975,13.35,7.375,0.1408,0.1446,0.4009,16.5145
financial-document-processor,codex,judy,40,5,0.45,0.4,0.05,6.1,2.8,3.3,0.1145,0.3679,0.2142,16.431
regex-log,claude-code,mini-swe-agent,35,74,0.5429,0.4459,0.097,4.8857,8.3108,3.4251,0.3996,0.0394,0.4024,16.4121
cobol-modernization,claude-code,terminus-3-3,35,10,0.9429,1.0,0.0571,44.7714,33.7,11.0714,0.1777,0.0209,0.0671,16.3719
db-wal-recovery,claude-code,terminus-2,35,202,0.0,0.0495,0.0495,42.7143,51.8069,9.0926,0.1469,0.0881,0.2795,16.3651
git-multibranch,gemini-cli,mini-swe-agent,20,75,0.55,0.52,0.03,9.0,16.3867,7.3867,0.2719,0.0437,0.2127,16.3402
db-wal-recovery,openhands,terminus-3-3,69,10,0.029,0.1,0.071,70.2754,71.5,1.2246,0.1369,0.4415,0.1166,16.2676
torch-pipeline-parallelism,gemini-cli,mini-swe-agent,20,74,0.0,0.0,0.0,0.4,8.1486,7.7486,0.0,0.0292,1.5503,16.2301
large-scale-text-editing,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,24.4,28.2,3.8,0.4093,0.0588,0.1438,16.2215
git-leak-recovery,claude-code,gemini-cli,35,20,0.9714,0.95,0.0214,14.9714,5.9,9.0714,0.1493,0.0408,0.4784,16.2159
multi-source-data-merger,claude-code,deepagent-harbor,35,5,0.9429,1.0,0.0571,11.0857,13.8,2.7143,0.2486,0.2304,0.3051,16.2148
